id,name,nameAr,nameKu,category,subcategory,governorate,city,address,phone,whatsapp,website,description,descriptionAr,descriptionKu,image_url,coverimage,openHours,pricerange,tags,lat,lng,rating,verified,status,source_name,external_source_id,confidence_score,created_by_agent
"9b21c1a2-d1b6-4e5e-8ba3-5ba9e2e65086","Al-Wasiti Hospital 3 - Bardarash","","","hospitals","","dohuk","Bardarash","Street 18, Bardarash, Dohuk","+9647821983351","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"5e9aa814-cf34-42d3-ba41-9b84342f0c62","Basra Transport Hub 4 - Al-Aziziyah","","","general","","wasit","Al-Aziziyah","Street 22, Al-Aziziyah, Wasit","+9647811358183","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"5de22b6d-a99b-46aa-bbf8-7d1a58aaeb2b","Erbil International School - Manathira","","","education","","najaf","Manathira","Street 3, Manathira, Najaf","+9647904584658","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"2611cf0c-669d-4d3e-8780-bbb3340b889d","Iron Body Gym - Nasiriyah","","","gym","","dhi qar","Nasiriyah","Street 1, Nasiriyah, Dhi Qar","+9647904632041","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"5a79d871-4ba4-4e0f-aa4d-b1dac610f58a","National Bank of Iraq 3 - Al-Karkh","","","banks","","baghdad","Al-Karkh","Street 15, Al-Karkh, Baghdad","+9647801677542","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"49c8ac53-05c8-4cf0-b54d-f44c51a21255","Erbil Espresso - Al-Tar","","","cafe","","dhi qar","Al-Tar","Street 7, Al-Tar, Dhi Qar","+9647800508157","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"dbe2f424-993b-4854-9db4-492636438f1e","Spinneys Baghdad - Baiji","","","supermarkets","","saladin","Baiji","Street 3, Baiji, Saladin","+9647800365050","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"280f9d6f-e769-43f0-ac62-017b49cc9359","Rafidain Bank 3 - Al-Hamza","","","banks","","qadisiyyah","Al-Hamza","Street 13, Al-Hamza, Qadisiyyah","+9647901551457","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"d5e0540d-db26-4e86-ac4d-51d19097a750","Dijla Restaurant 3 - Mandali","","","dining","","diyala","Mandali","Street 15, Mandali, Diyala","+9647801683925","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"f4c0aa87-7c98-4773-b6c9-e638197624cd","Elite Gym - Al-Mishraq","","","gym","","najaf","Al-Mishraq","Street 9, Al-Mishraq, Najaf","+9647902911762","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"c350ed48-cc05-494f-bc8b-1da5c2b9b2fd","Commercial Bank 3 - Pirde","","","banks","","erbil","Pirde","Street 20, Pirde, Erbil","+9647801335753","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"e8f790c7-f108-44ae-b3d0-0eb4e26fd157","Progress Academy 3 - Darband-i-Khan","","","education","","halabja","Darband-i-Khan","Street 20, Darband-i-Khan, Halabja","+9647904908625","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"a52b97ac-394d-498f-86fb-64c9b3f0e22a","Home Center - Sayed Sadiq","","","general","","maysan","Sayed Sadiq","Street 7, Sayed Sadiq, Maysan","+9647702811718","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"7b139424-ef34-4ca6-89c7-f54c19f9ab64","Basra Cafe - Dora","","","cafe","","baghdad","Dora","Street 8, Dora, Baghdad","+9647901265939","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"f83d629f-1e6e-49a4-986b-3f83c1ce8d45","Erbil Pharmacy - Al-Tar","","","pharmacy","","dhi qar","Al-Tar","Street 7, Al-Tar, Dhi Qar","+9647903515888","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"f77e521f-b570-4a1d-ba78-e5950a8245f2","Al-Rasheed Supermarket 3 - Al-Azizia","","","supermarkets","","wasit","Al-Azizia","Street 15, Al-Azizia, Wasit","+9647800266052","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"b32d384d-b8d4-4dd7-841f-c9422cc6e1ae","Al-Karrada Fashion 3 - Khanaqin","","","general","","diyala","Khanaqin","Street 17, Khanaqin, Diyala","+9647801495450","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"e1d9a2a5-d4ea-4d88-8b5a-2a05300b2059","Iron Body Gym - Karbala City","","","gym","","karbala","Karbala City","Street 1, Karbala City, Karbala","+9647902975043","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"807fcbb0-d1b6-4efa-aae4-457152141b03","Rafidain Bank 3 - Faw","","","banks","","basra","Faw","Street 13, Faw, Basra","+9647902851134","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"07fe38c0-5f06-4b36-833e-76b8684ebcd3","Style Center 3 - Shinafiyah","","","general","","qadisiyyah","Shinafiyah","Street 15, Shinafiyah, Qadisiyyah","+9647702757085","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"58c932ac-40d9-4bad-930e-18f0367a6068","Baghdad Central Bus Station - Karrada","","","general","","baghdad","Karrada","Street 1, Karrada, Baghdad","+9647904715687","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"65806578-8182-4541-9280-955d752901ce","Baghdad Hilton - Shirqat","","","hotels","","saladin","Shirqat","Street 4, Shirqat, Saladin","+9647903226031","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"742f0ca5-20f1-4f29-b500-fa514cdfc745","Erbil Grand Mosque - Semel","","","general","","dohuk","Semel","Street 6, Semel, Dohuk","+9647904921815","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"eef61257-a9ed-461d-8318-550e17f28a29","Al-Rasheed Hotel 3 - Shaqlawa","","","hotels","","erbil","Shaqlawa","Street 12, Shaqlawa, Erbil","+9647901434624","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"f0009553-c173-4008-9d3e-a2de40bed517","Al-Tawbah Mosque 3 - Al-Sadda","","","general","","babil","Al-Sadda","Street 19, Al-Sadda, Babil","+9647901534683","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"80672187-eb15-41e5-8642-805203e3a178","Al-Rasheed Hotel - Ain al-Tamur","","","hotels","","karbala","Ain al-Tamur","Street 2, Ain al-Tamur, Karbala","+9647901173484","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"ee59bdec-45ea-41b2-9d7c-d2b83537fdfe","Ibn Sina Hospital - Raniya","","","hospitals","","halabja","Raniya","Street 7, Raniya, Halabja","+9647801804801","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"cf032eda-b1e2-4bf5-8d4b-5e2d3e90f13c","Trend Store - Krmat Ali","","","general","","dhi qar","Krmat Ali","Street 9, Krmat Ali, Dhi Qar","+9647903637943","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"0d802538-05a7-49cb-81fa-5fbc65a23d17","Babylon Restaurant - Kalar","","","dining","","sulaymaniyah","Kalar","Street 7, Kalar, Sulaymaniyah","+9647701742327","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"062c47a7-e11e-4d66-a8f6-ffa57b23a26d","Future Academy - Deralok","","","education","","zakho","Deralok","Street 6, Deralok, Zakho","+9647801741428","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"c4995d6b-6beb-4766-ae14-0e29d999d05e","Basra Transport Hub - Rania","","","general","","sulaymaniyah","Rania","Street 2, Rania, Sulaymaniyah","+9647702746339","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"ef3ce2bf-fdb2-4dbf-a49e-b234980eeb9c","Luxury Decor 3 - Krmat Ali","","","general","","dhi qar","Krmat Ali","Street 19, Krmat Ali, Dhi Qar","+9647904543703","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"66922f9f-85e3-4527-af6e-71cf30e2ea35","Digital World 3 - Sangasar","","","general","","halabja","Sangasar","Street 19, Sangasar, Halabja","+9647811362914","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"6244bae0-87c9-4dc5-8d18-fbf27c89147a","Erbil Fashion - Al-Shatrah","","","general","","dhi qar","Al-Shatrah","Street 3, Al-Shatrah, Dhi Qar","+9647904925806","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"aef37b05-718a-40d0-8956-30104519c883","Baghdad Medical Center 3 - Hawija","","","hospitals","","kirkuk","Hawija","Street 12, Hawija, Kirkuk","+9647904938469","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"21455c1f-1634-42d7-aade-40168a0f2189","Erbil Bus Terminal - Sinjar","","","general","","mosul","Sinjar","Street 3, Sinjar, Mosul","+9647701656588","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"ff543705-2d56-4085-ac6e-f644ef081c3d","Baghdad Furniture 3 - Baquba","","","general","","diyala","Baquba","Street 11, Baquba, Diyala","+9647901915738","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"c30a53ac-375e-4894-9e21-83ac39d088b3","Byte Store - Sawa","","","general","","babil","Sawa","Street 10, Sawa, Babil","+9647800975106","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"63043144-a41c-4585-875f-6831920ed83c","Baghdad Hilton - Akre","","","hotels","","dohuk","Akre","Street 4, Akre, Dohuk","+9647904966349","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"36e32c68-7039-4622-8b2e-7f728b3fed68","Fashion House Baghdad 3 - Karrada","","","general","","baghdad","Karrada","Street 11, Karrada, Baghdad","+9647901669228","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"0a787b1c-f661-4df9-ade3-9d9aaa31f770","Metro Market 4 - Al-Qaim","","","supermarkets","","anbar","Al-Qaim","Street 24, Al-Qaim, Anbar","+9647702168942","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"58d30935-bf53-4bd6-a290-e15e4f02fc2c","Iron Body Gym - Baquba","","","gym","","diyala","Baquba","Street 1, Baquba, Diyala","+9647903619554","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"02b23b56-99ac-4d2b-8448-4dfe144b77b1","Style Center - Mandali","","","general","","diyala","Mandali","Street 5, Mandali, Diyala","+9647702502465","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"c8917c59-276b-429c-9e6b-8105a0b4475b","Tech City Baghdad 3 - Tikrit","","","general","","saladin","Tikrit","Street 11, Tikrit, Saladin","+9647701983861","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"762ee138-c1f5-4afa-b0ad-5a27e7740539","Tigris Brew - Duluiyah","","","cafe","","saladin","Duluiyah","Street 5, Duluiyah, Saladin","+9647811703366","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"11f80b74-88f9-47f8-b55f-3125bcd00171","Baghdad Fuel - Rania","","","general","","sulaymaniyah","Rania","Street 2, Rania, Sulaymaniyah","+9647800545579","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"c19d528a-f749-4f58-94cf-ec5a51257d70","Baghdad Academy 4 - Afak","","","education","","qadisiyyah","Afak","Street 22, Afak, Qadisiyyah","+9647800353699","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"05176807-b4b9-414f-a353-39ceae97940a","Sulaymaniyah Coffee - Hartha","","","cafe","","basra","Hartha","Street 10, Hartha, Basra","+9647811533090","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"25d059a8-a9b8-45f3-a5fd-3947f5ff4161","Al-Noor School 3 - Kanaan","","","education","","diyala","Kanaan","Street 19, Kanaan, Diyala","+9647800858410","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"a94df256-2d0f-4162-ac13-b39ed389bb9f","Al-Doura Gas Station - Tikrit","","","general","","saladin","Tikrit","Street 1, Tikrit, Saladin","+9647701360678","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"430f84de-0a38-4459-a767-ccd3740ed586","Wellness Drugs 3 - Al-Hashimiyah","","","pharmacy","","babil","Al-Hashimiyah","Street 13, Al-Hashimiyah, Babil","+9647902291068","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"ab301afe-fa31-4ce2-8b42-a4b761fd278b","Baghdad Furniture - Diwaniyah","","","general","","qadisiyyah","Diwaniyah","Street 1, Diwaniyah, Qadisiyyah","+9647800303906","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"79e1117b-9c6c-42fa-912c-539022628a9d","Power House - Said Sadiq","","","gym","","halabja","Said Sadiq","Street 6, Said Sadiq, Halabja","+9647821916078","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"73fa4acb-9532-406e-867a-1558e0211c79","Mobile World 3 - Balad Ruz","","","general","","diyala","Balad Ruz","Street 14, Balad Ruz, Diyala","+9647701881562","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"eeb4d984-511f-4d9a-b79b-773d15e9fb9a","Baghdad Grand Mosque 4 - Hawija","","","general","","kirkuk","Hawija","Street 22, Hawija, Kirkuk","+9647904893249","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"1bdb73fd-2024-4a38-8a93-9cc4165d2326","Al-Tawbah Mosque - Al-Dawaya","","","general","","maysan","Al-Dawaya","Street 9, Al-Dawaya, Maysan","+9647702425730","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"ab33b4fd-86fc-47f9-b5e1-ef33d7ff489f","Al-Shifa Pharmacy - Samawah","","","pharmacy","","muthanna","Samawah","Street 1, Samawah, Muthanna","+9647903663059","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"6046b531-a4d0-4dac-9fec-f4bee8a65f91","Rafidain Bank - Al-Hayy","","","banks","","wasit","Al-Hayy","Street 3, Al-Hayy, Wasit","+9647800924747","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"1df72769-3a11-4192-9242-fb0d7f6242d6","Rasheed Bank - Ali al-Gharbi","","","banks","","maysan","Ali al-Gharbi","Street 2, Ali al-Gharbi, Maysan","+9647701651058","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"f072e731-97b0-4286-a856-84e5eb54c025","Najaf Lounge 3 - Sangasar","","","cafe","","halabja","Sangasar","Street 19, Sangasar, Halabja","+9647904535242","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"204dea90-4ba9-4e77-b739-40e5fcd13391","Al-Yarmuk Hospital - Ashar","","","hospitals","","basra","Ashar","Street 6, Ashar, Basra","+9647901570282","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"04ddf6e1-1bf1-411c-b08b-5e402457b207","Baghdad Fitness 3 - Fallujah","","","gym","","anbar","Fallujah","Street 12, Fallujah, Anbar","+9647904424226","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"0a4c12b3-62d6-4f27-a576-dc6793f843e4","Al-Zahraa School 3 - Zubaidiyah","","","education","","wasit","Zubaidiyah","Street 17, Zubaidiyah, Wasit","+9647801480068","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"3902905c-87a2-48c6-92d4-c2881c53cedc","Prime Fitness - New Baghdad","","","gym","","baghdad","New Baghdad","Street 10, New Baghdad, Baghdad","+9647800230233","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"57340002-c994-4b8e-a299-8d45b033e757","Tigris Kitchen 4 - Sirwan","","","dining","","halabja","Sirwan","Street 23, Sirwan, Halabja","+9647800529710","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"632faf24-845c-452f-96b7-ef940793405f","Al-Wasiti Hospital 3 - Taza Khurmatu","","","hospitals","","kirkuk","Taza Khurmatu","Street 18, Taza Khurmatu, Kirkuk","+9647901252279","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"d3374b20-3d39-47d6-8d72-ce2b266e070b","Baghdad Furniture - Karbala City","","","general","","karbala","Karbala City","Street 1, Karbala City, Karbala","+9647903519204","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"79508a8d-e067-4a60-ab8c-b02e3f07aff1","Erbil Interiors - Sinjar","","","general","","mosul","Sinjar","Street 3, Sinjar, Mosul","+9647904377175","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"0db71891-abbb-4ab5-aea3-a190028d4bc2","Martyrs Hospital 3 - Beni Hashim","","","hospitals","","maysan","Beni Hashim","Street 20, Beni Hashim, Maysan","+9647811695153","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"a377c30c-46c0-4c32-84b1-00de61a52a8a","Sulaymaniyah Palace 3 - Sargaran","","","hotels","","kirkuk","Sargaran","Street 20, Sargaran, Kirkuk","+9647904397777","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"4e0b8cfb-8cc4-4fc3-ab29-8c723f42f39b","Mobile World 4 - Al-Qaim","","","general","","anbar","Al-Qaim","Street 24, Al-Qaim, Anbar","+9647811645257","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"5c6ce4b8-6abb-434e-bad0-02fc0389ce7e","Trade Bank of Iraq - Diwaniyah","","","banks","","qadisiyyah","Diwaniyah","Street 1, Diwaniyah, Qadisiyyah","+9647902194050","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"0f5c2f8d-8ea2-4fda-ba82-308685c323de","Future Academy 3 - Qal'at Sukkar","","","education","","dhi qar","Qal'at Sukkar","Street 16, Qal'at Sukkar, Dhi Qar","+9647811657566","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"7a23983a-e544-413a-aa60-1dc4be62fdff","Najaf Station - Al-Miqdadiyah","","","general","","qadisiyyah","Al-Miqdadiyah","Street 4, Al-Miqdadiyah, Qadisiyyah","+9647701118814","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"94d2594d-103b-4f1c-af50-c09492b6b6be","Al-Rasheed Supermarket 3 - Shinafiyah","","","supermarkets","","qadisiyyah","Shinafiyah","Street 15, Shinafiyah, Qadisiyyah","+9647801908348","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"6be706d7-68b0-41dc-9e09-27754ca76893","Nissan Coffee 4 - Al-Maimouna","","","cafe","","maysan","Al-Maimouna","Street 24, Al-Maimouna, Maysan","+9647811670889","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"f94c9bbc-94b6-4b90-8ea6-b611eea51d86","Al-Mansour Furniture - Sawa","","","general","","qadisiyyah","Sawa","Street 6, Sawa, Qadisiyyah","+9647821948171","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"b58dd94b-5dba-42f5-af8e-c46622bffb08","Baghdad Mall Clothes 3 - Al-Daur","","","general","","saladin","Al-Daur","Street 18, Al-Daur, Saladin","+9647811356299","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"e3cb8908-d24c-4910-b86e-fbeb2347940a","Investment Bank - Ghamas","","","banks","","qadisiyyah","Ghamas","Street 9, Ghamas, Qadisiyyah","+9647903354388","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"732bcbf9-41ef-47c5-bf42-e8edef9388ab","North Bus Station 3 - Balad","","","general","","saladin","Balad","Street 16, Balad, Saladin","+9647801361439","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"f6432c96-e5e8-41dd-ac0d-2b694b8d5082","Basra Fuel - Safwan","","","general","","basra","Safwan","Street 9, Safwan, Basra","+9647901597997","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"eddf0cc1-6f76-48d0-8de9-793cf120c5bd","Karrada Grill - Smawa","","","dining","","dhi qar","Smawa","Street 10, Smawa, Dhi Qar","+9647902140591","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"70f92c6e-8c1f-4668-810e-9ac9ffba6ad8","Central Gas 3 - Jurf al-Sakhar","","","general","","babil","Jurf al-Sakhar","Street 16, Jurf al-Sakhar, Babil","+9647801666802","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"cabc2d3a-ca8f-4236-8820-107912b73c74","Baghdad Grill - Al-Musayab","","","dining","","babil","Al-Musayab","Street 2, Al-Musayab, Babil","+9647821734857","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"e7bcf46a-db97-4e02-96a8-cc712ba6e6ee","Baghdad Academy - Kufa","","","education","","najaf","Kufa","Street 2, Kufa, Najaf","+9647821966818","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"513d87df-a9cc-435e-9cd7-5aea77dcaf45","Central Gas 3 - Badra","","","general","","wasit","Badra","Street 16, Badra, Wasit","+9647903651620","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"ea724c8d-2a68-4335-9e07-82726e6ca310","Erbil Bus Terminal 3 - Al-Hayy","","","general","","wasit","Al-Hayy","Street 13, Al-Hayy, Wasit","+9647801885874","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"0f7820bc-51ff-4181-98b1-73d6ef6b1eb2","Imam Hussein Shrine - Al-Qasim","","","general","","babil","Al-Qasim","Street 4, Al-Qasim, Babil","+9647811586325","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"c08cd377-2178-47e3-b476-451e77db20c6","Grand Hypermarket - Al-Khalidiyah","","","supermarkets","","anbar","Al-Khalidiyah","Street 10, Al-Khalidiyah, Anbar","+9647821149676","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"b6743b67-7e0a-4530-856b-049da69b6e59","Kurdistan Bank 3 - Kalar","","","banks","","sulaymaniyah","Kalar","Street 17, Kalar, Sulaymaniyah","+9647901568954","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"17ac17a7-0515-4174-b832-1cfc0a6b2efc","Iron Body Gym 3 - Ramadi","","","gym","","anbar","Ramadi","Street 11, Ramadi, Anbar","+9647903665721","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"cd4089e0-fe1c-40fc-8607-f6cb19618d06","Baghdad Coffee House - Al-Darraji","","","cafe","","muthanna","Al-Darraji","Street 6, Al-Darraji, Muthanna","+9647903476027","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"48a667e7-493c-43f4-9dbd-75ab500ded39","North Gas Station 4 - Byara","","","general","","halabja","Byara","Street 24, Byara, Halabja","+9647821890674","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"4d039cd5-41e4-4acd-9595-6c7654e526d7","Al-Rasheed Home - Tel Afar","","","general","","mosul","Tel Afar","Street 2, Tel Afar, Mosul","+9647800516352","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"5fb58786-0d0b-4e4a-b849-e2fe0f96fa01","Baghdad Fitness 3 - Al-Aziziyah","","","gym","","wasit","Al-Aziziyah","Street 12, Al-Aziziyah, Wasit","+9647821200084","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"0df8e9ed-7552-4352-823d-7eb1148f5136","Al-Nuri Mosque 3 - Khamsa Mile","","","general","","basra","Khamsa Mile","Street 17, Khamsa Mile, Basra","+9647701571397","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"272c5414-0587-4857-a160-c4adaf153cd5","Mobile World 4 - Akre","","","general","","dohuk","Akre","Street 24, Akre, Dohuk","+9647811965604","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"32800bec-bf6c-496a-a518-422ab0e6b5c8","Erbil International School - Al-Hamza","","","education","","qadisiyyah","Al-Hamza","Street 3, Al-Hamza, Qadisiyyah","+9647821388826","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
"48ed0734-4140-4db9-9f1b-9dceaed6ea29","Mesopotamia Dining 4 - Al-Qaim","","","dining","","anbar","Al-Qaim","Street 24, Al-Qaim, Anbar","+9647901667821","","","","","","","","","","","","","","","approved","csv_import","","0.5",""
